1,frame_number,Time,avg_u,avg_v,feature_matching
1194,1193,41.30778797814207,25.847,-1.009,65
1195,1194,41.3424131147541,25.441,-0.935,68
1196,1195,41.37703825136612,22.316,-2.113,79
1197,1196,41.411663387978145,18.709,-1.943,82
1198,1197,41.446288524590166,17.02,-0.932,72
1199,1198,41.48091366120219,17.93,-2.03,71
1200,1199,41.51553879781421,22.73,-2.525,76
1201,1200,41.55016393442623,25.923,-3.978,71
1202,1201,41.58478907103825,26.855,-2.001,74
1203,1202,41.61941420765027,23.052,-0.905,84
1204,1203,41.654039344262294,19.883,-1.18,79
1205,1204,41.688664480874316,16.636,-0.074,81
1206,1205,41.72328961748634,17.859,-0.168,78
1207,1206,41.75791475409836,21.26,-1.139,68
1208,1207,41.79253989071038,24.105,-3.614,75
1209,1208,41.8271650273224,25.928,-2.061,76
1210,1209,41.86179016393443,23.08,0.682,82
1211,1210,41.89641530054645,18.944,-2.339,76
1212,1211,41.93104043715847,18.225,-1.734,84
1213,1212,41.965665573770494,20.642,0.183,70
1214,1213,42.000290710382515,21.757,-0.599,74
1215,1214,42.03491584699454,25.641,-1.342,65
1216,1215,42.06954098360656,26.297,-0.553,73
1217,1216,42.10416612021858,23.69,-1.0,74
1218,1217,42.1387912568306,21.716,-1.69,78
1219,1218,42.17341639344262,17.751,-1.321,73
1220,1219,42.20804153005464,17.076,-1.712,73
1221,1220,42.242666666666665,22.541,-0.696,83
1222,1221,42.277291803278686,25.532,-0.989,79
1223,1222,42.31191693989071,25.164,-1.924,73
1224,1223,42.34654207650273,23.775,-0.862,73
1225,1224,42.38116721311476,19.546,-4.445,67
1226,1225,42.41579234972678,16.388,-1.654,73
1227,1226,42.4504174863388,19.005,-1.294,73
1228,1227,42.48504262295082,21.56,-1.682,64
1229,1228,42.51966775956284,25.133,-1.269,78
1230,1229,42.554292896174864,24.695,-1.56,71
1231,1230,42.588918032786886,23.346,-2.042,70
1232,1231,42.62354316939891,20.275,-0.437,73
1233,1232,42.65816830601093,18.018,-0.833,80
1234,1233,42.69279344262295,17.421,-0.467,71
1235,1234,42.72741857923497,19.954,-1.886,83
1236,1235,42.76204371584699,24.731,-1.476,82
1237,1236,42.796668852459014,26.105,-1.497,82
1238,1237,42.831293989071035,24.172,-2.301,67
1239,1238,42.865919125683064,20.682,-0.397,79
1240,1239,42.900544262295085,16.928,-2.013,70
1241,1240,42.93516939890711,15.949,-1.207,73
1242,1241,42.96979453551913,21.209,-2.184,79
1243,1242,43.00441967213115,24.659,-3.255,79
1244,1243,43.03904480874317,25.84,-1.844,75
1245,1244,43.07366994535519,24.167,1.423,68
1246,1245,43.10829508196721,20.524,-2.295,77
1247,1246,43.142920218579235,17.107,-1.672,73
1248,1247,43.177545355191256,17.634,-2.099,69
1249,1248,43.21217049180328,20.505,-2.383,79
1250,1249,43.2467956284153,23.163,0.746,68
1251,1250,43.28142076502732,26.671,-2.784,76
1252,1251,43.31604590163934,23.812,-1.669,78
1253,1252,43.35067103825136,22.304,-4.093,75
1254,1253,43.38529617486339,16.972,-3.104,75
1255,1254,43.41992131147541,18.495,-2.909,74
1256,1255,43.454546448087434,20.096,-2.654,78
1257,1256,43.489171584699456,24.082,-2.351,74
1258,1257,43.52379672131148,25.592,-2.129,80
1259,1258,43.5584218579235,23.638,-1.63,73
1260,1259,43.59304699453552,22.25,-1.001,69
1261,1260,43.62767213114754,17.806,-2.547,74
1262,1261,43.66229726775956,18.025,-1.293,72
1263,1262,43.696922404371584,18.748,-2.012,80
1264,1263,43.731547540983605,22.516,1.227,71
1265,1264,43.76617267759563,25.205,-2.514,73
1266,1265,43.80079781420765,25.058,-0.593,61
1267,1266,43.83542295081967,21.889,-0.707,70
1268,1267,43.87004808743169,17.704,-0.145,75
1269,1268,43.90467322404372,16.622,-0.955,73
1270,1269,43.93929836065574,18.814,-2.394,76
1271,1270,43.97392349726776,24.686,-1.626,87
1272,1271,44.00854863387978,26.122,-1.226,72
1273,1272,44.043173770491805,25.204,-2.753,83
1274,1273,44.077798907103826,21.974,0.102,71
1275,1274,44.11242404371585,18.593,-0.582,88
1276,1275,44.14704918032787,16.861,-2.403,78
1277,1276,44.18167431693989,19.45,-0.732,76
1278,1277,44.21629945355191,22.178,-2.007,72
1279,1278,44.25092459016393,26.804,-2.081,70
1280,1279,44.285549726775955,27.16,-0.089,69
1281,1280,44.320174863387976,21.715,-2.431,74
1282,1281,44.3548,18.353,-1.103,71
1283,1282,44.38942513661202,15.369,-2.832,84
1284,1283,44.42405027322405,18.909,-1.847,72
1285,1284,44.45867540983607,21.629,-1.142,77
1286,1285,44.49330054644809,24.778,-2.721,72
1287,1286,44.52792568306011,24.799,-2.26,79
1288,1287,44.56255081967213,22.452,-2.143,69
1289,1288,44.597175956284154,19.5,-0.59,62
1290,1289,44.631801092896175,16.398,-1.787,70
1291,1290,44.6664262295082,18.182,-4.127,72
1292,1291,44.70105136612022,22.004,-0.421,71
1293,1292,44.73567650273224,24.591,-2.556,68
1294,1293,44.77030163934426,24.814,-2.378,74
1295,1294,44.80492677595628,22.597,-1.394,76
1296,1295,44.839551912568304,17.033,-2.479,76
1297,1296,44.874177049180325,17.322,-1.042,77
1298,1297,44.90880218579235,19.064,-0.43,82
1299,1298,44.943427322404375,22.095,-1.038,73
1300,1299,44.978052459016396,23.201,-2.843,70
1301,1300,45.01267759562842,25.334,-3.781,69
1302,1301,45.04730273224044,22.103,-1.685,73
1303,1302,45.08192786885246,20.64,-2.374,76
1304,1303,45.11655300546448,17.201,-0.926,82
1305,1304,45.1511781420765,18.852,-1.981,69
1306,1305,45.185803278688525,22.401,-1.614,75
1307,1306,45.220428415300546,25.937,-1.953,69
1308,1307,45.25505355191257,24.56,-2.185,73
1309,1308,45.28967868852459,23.424,-1.468,70
1310,1309,45.32430382513661,19.722,-2.441,77
1311,1310,45.35892896174863,17.238,-1.164,75
1312,1311,45.39355409836065,16.944,-1.47,70
1313,1312,45.42817923497268,22.363,-0.884,73
1314,1313,45.4628043715847,24.44,-0.842,69
1315,1314,45.497429508196724,25.05,-0.456,60
1316,1315,45.532054644808746,23.462,-0.565,71
1317,1316,45.56667978142077,19.935,-0.806,62
1318,1317,45.60130491803279,17.538,-0.765,64
1319,1318,45.63593005464481,17.239,-1.85,66
1320,1319,45.67055519125683,21.088,-0.609,68
1321,1320,45.70518032786885,24.393,-1.577,84
1322,1321,45.739805464480874,26.157,-2.171,69
1323,1322,45.774430601092895,23.247,-2.177,81
1324,1323,45.80905573770492,20.21,-3.077,74
1325,1324,45.84368087431694,16.15,-2.552,76
1326,1325,45.87830601092896,17.401,-1.695,76
1327,1326,45.91293114754098,22.15,-2.569,78
1328,1327,45.94755628415301,23.789,-2.272,76
1329,1328,45.98218142076503,26.344,-0.796,77
1330,1329,46.01680655737705,23.148,1.203,65
1331,1330,46.05143169398907,20.59,-0.47,80
1332,1331,46.086056830601095,17.114,-1.459,79
1333,1332,46.120681967213116,16.741,-1.508,67
1334,1333,46.15530710382514,19.69,-1.201,74
1335,1334,46.18993224043716,25.066,-0.467,76
1336,1335,46.22455737704918,25.939,-1.857,78
1337,1336,46.2591825136612,23.255,-1.688,74
1338,1337,46.29380765027322,19.25,-1.258,74
1339,1338,46.328432786885244,16.169,-2.854,76
1340,1339,46.363057923497266,16.818,-3.037,80
1341,1340,46.39768306010929,19.108,-1.087,73
1342,1341,46.43230819672131,23.725,-2.468,65
1343,1342,46.46693333333334,25.583,-0.685,61
1344,1343,46.50155846994536,24.254,-0.363,69
1345,1344,46.53618360655738,20.965,-1.776,62
1346,1345,46.5708087431694,17.761,-2.507,63
1347,1346,46.60543387978142,16.746,-1.461,69
1348,1347,46.640059016393444,20.588,-0.73,83
1349,1348,46.674684153005465,21.789,-0.954,74
1350,1349,46.70930928961749,25.88,-1.316,74
1351,1350,46.74393442622951,23.784,-0.177,68
1352,1351,46.77855956284153,20.672,-2.125,79
1353,1352,46.81318469945355,20.326,-1.32,73
1354,1353,46.84780983606557,18.397,0.053,70
1355,1354,46.88243497267759,19.796,-2.534,69
1356,1355,46.917060109289615,24.134,-0.661,76
1357,1356,46.951685245901636,25.459,-0.588,76
1358,1357,46.986310382513665,24.881,-1.247,73
1359,1358,47.020935519125686,21.833,-2.792,76
1360,1359,47.05556065573771,19.294,-0.843,69
1361,1360,47.09018579234973,17.035,-1.886,62
1362,1361,47.12481092896175,19.293,-1.622,69
1363,1362,47.15943606557377,23.303,-0.394,71
1364,1363,47.19406120218579,24.954,-1.378,76
1365,1364,47.228686338797814,23.854,0.368,73
1366,1365,47.263311475409836,20.83,-1.556,67
1367,1366,47.29793661202186,19.515,-0.548,79
1368,1367,47.33256174863388,16.248,-2.663,76
1369,1368,47.3671868852459,20.205,-2.01,82
1370,1369,47.40181202185792,22.569,-0.819,74
1371,1370,47.43643715846994,26.646,-1.151,67
1372,1371,47.471062295081964,24.981,-1.616,76
1373,1372,47.50568743169399,21.247,-0.107,69
1374,1373,47.540312568306014,18.076,-1.535,72
1375,1374,47.574937704918035,17.301,-0.18,74
1376,1375,47.60956284153006,19.293,-2.557,70
1377,1376,47.64418797814208,22.665,0.537,63
1378,1377,47.6788131147541,23.116,2.205,69
1379,1378,47.71343825136612,24.793,-1.384,73
1380,1379,47.74806338797814,22.157,-0.676,72
1381,1380,47.782688524590164,19.146,-0.97,66
1382,1381,47.817313661202185,18.181,-1.377,73
1383,1382,47.851938797814206,17.66,-2.387,78
1384,1383,47.88656393442623,23.364,-1.088,80
1385,1384,47.92118907103825,24.804,-0.448,84
1386,1385,47.95581420765027,25.734,-1.335,81
1387,1386,47.99043934426229,21.901,-1.96,81
1388,1387,48.02506448087432,18.472,-2.828,81
1389,1388,48.05968961748634,17.978,-1.096,72
1390,1389,48.09431475409836,18.189,0.645,65
1391,1390,48.128939890710384,21.3,-1.651,75
1392,1391,48.163565027322406,24.048,-1.352,80
1393,1392,48.19819016393443,23.759,-1.278,80
1394,1393,48.23281530054645,21.872,-1.582,75
1395,1394,48.26744043715847,18.585,-1.486,74
1396,1395,48.30206557377049,18.598,-0.473,83
1397,1396,48.33669071038251,20.102,-3.091,75
1398,1397,48.371315846994534,22.095,0.031,76
1399,1398,48.405940983606556,25.638,-0.688,63
1400,1399,48.44056612021858,25.437,0.575,71
1401,1400,48.4751912568306,22.841,-0.726,71
1402,1401,48.50981639344263,18.895,-1.549,74
1403,1402,48.54444153005465,16.746,-2.5,81
1404,1403,48.57906666666667,18.616,1.242,81
1405,1404,48.61369180327869,21.622,-0.928,77
1406,1405,48.64831693989071,25.382,-1.687,84
1407,1406,48.682942076502734,24.071,-1.503,72
1408,1407,48.717567213114755,21.366,-0.629,79
1409,1408,48.752192349726776,20.214,-0.479,69
1410,1409,48.7868174863388,16.949,-1.573,68
1411,1410,48.82144262295082,19.417,-0.702,71
1412,1411,48.85606775956284,22.389,-1.564,79
1413,1412,48.89069289617486,23.659,-0.408,81
1414,1413,48.92531803278688,24.188,-1.6,81
1415,1414,48.959943169398905,22.433,-3.766,72
1416,1415,48.994568306010926,20.131,-1.553,87
1417,1416,49.029193442622955,14.939,-1.601,73
1418,1417,49.063818579234976,17.531,-1.416,76
1419,1418,49.098443715847,19.73,-1.663,76
1420,1419,49.13306885245902,24.265,-0.537,73
1421,1420,49.16769398907104,26.109,-3.827,72
1422,1421,49.20231912568306,23.724,-0.668,72
1423,1422,49.23694426229508,20.932,0.145,80
1424,1423,49.271569398907104,19.314,0.977,73
1425,1424,49.306194535519126,18.004,-1.953,84
1426,1425,49.34081967213115,22.095,-1.19,72
1427,1426,49.37544480874317,22.802,0.158,58
1428,1427,49.41006994535519,24.116,-1.7,64
1429,1428,49.44469508196721,24.285,-1.875,74
1430,1429,49.47932021857923,17.479,-0.358,69
1431,1430,49.513945355191254,14.819,-0.505,73
1432,1431,49.54857049180328,17.455,-0.293,78
1433,1432,49.583195628415304,20.099,-2.097,75
1434,1433,49.617820765027325,24.515,-1.691,65
1435,1434,49.65244590163935,24.255,0.984,71
1436,1435,49.68707103825137,24.621,-1.282,62
1437,1436,49.72169617486339,20.052,-1.447,76
1438,1437,49.75632131147541,18.935,-3.435,77
1439,1438,49.79094644808743,18.169,-2.635,75
1440,1439,49.82557158469945,19.669,-1.411,70
1441,1440,49.860196721311475,23.624,-2.375,79
1442,1441,49.894821857923496,24.693,-1.19,77
1443,1442,49.92944699453552,23.537,-2.225,72
1444,1443,49.96407213114754,21.86,-0.373,70
1445,1444,49.99869726775956,18.849,-1.095,79
1446,1445,50.03332240437158,17.642,-1.247,68
1447,1446,50.06794754098361,19.859,-1.86,85
1448,1447,50.10257267759563,24.207,-1.73,83
1449,1448,50.13719781420765,25.249,-1.193,78
1450,1449,50.171822950819674,23.458,-1.61,71
1451,1450,50.206448087431696,21.831,-0.75,70
1452,1451,50.24107322404372,18.201,0.047,80
1453,1452,50.27569836065574,17.347,-1.72,75
1454,1453,50.31032349726776,20.232,-3.482,75
1455,1454,50.34494863387978,24.446,-1.299,76
1456,1455,50.3795737704918,26.667,-2.406,79
1457,1456,50.414198907103824,23.365,-1.698,68
1458,1457,50.448824043715845,20.748,-1.477,76
1459,1458,50.48344918032787,18.853,-0.306,76
1460,1459,50.51807431693989,17.264,-1.944,70
1461,1460,50.55269945355191,20.22,-3.885,79
1462,1461,50.58732459016394,23.123,-2.778,75
1463,1462,50.62194972677596,24.951,0.128,74
